SNR,SNAME,SART,REGBEZ,KRSREST,REGBEZL,ABKZ,MBBEZ,MBABKZ,KRSL,KRSTYP
8879,Mittelschule Ottobeuren,Mittelschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8880,Mittelschule Pfaffenhausen,Mittelschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8881,Grundschule Sontheim,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8882,Grundschule Memmingen-Steinheim,Grundschule,7,764,Schwaben,sch,NA,NA,Stadt Memmingen,Stadtkreis
8883,Grundschule Türkheim,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8884,Ludwig-Aurbacher-Mittelschule Türkheim,Mittelschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8885,Grundschule Tussenhausen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8886,Grundschule Westerheim,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8887,Grundschule Wiedergeltingen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8888,Grundschule Woringen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8889,Grundschule Kettershausen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8890,Jenaplanschule Allgäu - reformpäd.Volksschule (GS) Woringen des Jenaplan-Schulvereins Allgäu e.V,Grundsch.sow.Mittelschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8891,Grundschule Leipheim,Grundschule,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
8892,Johann-Wilhelm-Klein-Grundschule Alerheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8893,Grundschule Amerdingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8894,Mittelschule Asbach-Bäumenheim,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8895,Grundschule Wasserburg,Grundschule,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
8896,Sebastian-Franck-Grundschule Donauwörth-Parkstadt,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8897,Mittelschule Deiningen,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8898,Mangold-Grundschule Donauwörth,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8899,Ludwig-Auer-Mittelschule Donauwörth,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8900,Gebrüder-Röls-Grundschule Donauwörth-Riedlingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8901,Grundschule Fremdingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8902,Grundschule Fünfstetten-Gosheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8903,Grundschule Obergünzburg,Grundschule,7,777,Schwaben,sch,NA,NA,LK Ostallgäu,Landkreis
8904,Grundschule Unterthingau,Grundschule,7,777,Schwaben,sch,NA,NA,LK Ostallgäu,Landkreis
8905,Grundschule Hainsfarth,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8906,Mittelschule Harburg (Schwaben),Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8907,Grundschule Holzheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8908,Graf-Heinrich-Grundschule Kaisheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8909,Grundschule Löpsingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8910,Grundschule Marktoffingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8911,Julian-Knogler-Grundschule Marxheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8912,Grundschule Megesheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8913,Grundschule Oy-Mittelberg,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8914,Antonius-von-Steichele-Grundschule Mertingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8915,Grundschule Mönchsdeggingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8916,Beethoven-Grundschule Kaufbeuren,Grundschule,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
8917,Mittelschule Monheim,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8918,Mittelschule Nördlingen,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8919,Grundschule Nördlingen an der Schillerstraße,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8920,Grundschule Kleinerdlingen-Ederheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8921,Grundschule Nördlingen-Mitte,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8922,Hans-Schäufelin-Grundschule Nördlingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8923,Grundschule Oberndorf a.Lech,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8924,Mittelschule Oettingen i.Bay.,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8925,Johannes-Bayer-Grundschule Rain,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8926,Gebrüder-Lachner-Mittelschule Rain,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8927,Grundschule Reimlingen,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8928,Grundschule Tagmersheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8929,Grundschule Tapfheim,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8930,Moll-Berczy-Mittelschule Wallerstein,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8931,Leonhart-Fuchs-Mittelschule Wemding,Mittelschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8932,Grundschule Wolferstadt,Grundschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
8933,Gustav-Leutelt-Grundschule Kaufbeuren-Neugablonz,Grundschule,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
8934,Grundschule Durach,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8935,Grundschule Bad Hindelang,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8936,Mittelschule Altusried,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8937,Freie Montessori-Volksschule Allgäu (GS u. HS) Oberstaufen-Kalzhofen,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8937,Freie Montessori-Volksschule Allgäu (GS u. HS) Oberstaufen-Kalzhofen,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8938,Grundschule Bobingen an der Singold,Grundschule,7,772,Schwaben,sch,NA,NA,LK Augsburg,Landkreis
8939,Grundschule Krugzell,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8940,Grundschule Betzigau,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8941,Mittelschule Blaichach,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8942,Mittelschule Buchenberg,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8943,Grundschule Burgberg i.Allgäu,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8944,Mittelschule Dietmannsried,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8945,Mittelschule Durach,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8946,Grundschule Fischen i.Allgäu - Ofterschwang,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8947,Grundschule Haldenwang,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8948,Mittelschule Bad Hindelang,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8949,Mittelschule Immenstadt i.Allgäu,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8950,Königsegg-Grundschule Immenstadt i.Allgäu,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8951,Grundschule Stein i.Allgäu,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8952,Grundschule Altusried,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8953,Grundschule Lauben,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8954,Grundschule Martinszell,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8955,Grundschule Missen-Wilhams,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8956,Mittelschule Oy-Mittelberg,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8957,Grundschule Legau,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8958,Mittelschule Oberstaufen,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8959,Grundschule Oberstdorf,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8960,Mittelschule Oberstdorf,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8961,Grundschule Dietmannsried,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8962,Volksschule Ofterschwang (Grundschule),Grundsch.sow.Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8963,Grundschule Blaichach,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8964,Grundschule Rettenberg,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8965,Mittelschule Sonthofen,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8966,Volksschule Sonthofen-Mitte (Grundschule),Grundsch.sow.Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8967,Johann-Althaus-Volksschule Sonthofen (Grundschule),Grundsch.sow.Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8968,Grundschule Sonthofen-Rieden,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8969,Grundschule Sulzberg,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8970,Mittelschule Waltenhofen,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8971,Grundschule Hegge,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8972,Mittelschule Weitnau,Mittelschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8973,Grundschule Oberstaufen,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8974,Grundschule Wertach,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8975,Grundschule Wiggensbach,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8976,Grundschule Wildpoldsried,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8977,Grundschule Kimratshofen,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8978,Grundschule Pfaffenhausen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8979,Grundschule Erkheim,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8980,Grundschule Buchenberg,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8981,Grundschule Waltenhofen,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8982,Grundschule Weitnau,Grundschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
8983,Grundschule Weiler im Allgäu,Grundschule,7,776,Schwaben,sch,NA,NA,LK Lindau (Bodensee),Landkreis
8984,Volksschule Kempten (Allgäu) - Wittelsbacherschule (Grundschule),Grundsch.sow.Mittelschule,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
8985,Pfarrer-Kneipp-Grundschule Bad Wörishofen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8986,Albert-Schweitzer-Grundschule Ettringen,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8987,Grundschule Kirchheim i.Schw.,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8988,Grundschule Dillingen a.d.Donau,Grundschule,7,773,Schwaben,sch,NA,NA,LK Dillingen a.d. Donau,Landkreis
8989,Grundschule Markt Rettenbach,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8990,Sebastian-Kneipp-Grundschule Bad Grönenbach,Grundschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
8991,Private Montessori-Grundschule Halblech des Trägervereins Montessori Halblech e.V.,Grundsch.sow.Mittelschule,7,777,Schwaben,sch,NA,NA,LK Ostallgäu,Landkreis
9051,Studienkolleg bei den Universitäten des Freistaates Bayern in München,NA,1,162,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,Stadt München,Stadtkreis
9053,Studienkolleg b. d. Fachhochschulen des Freistaates Bayern in Coburg,NA,4,463,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,Stadt Coburg,Stadtkreis
9200,Landwirtschaftsschule Bayreuth-Münchberg,Fachschule StMELF,4,462,Oberfranken,ofr,NA,NA,Stadt Bayreuth,Stadtkreis
9201,Landwirtschaftsschule Dachau - Abteilung Landwirtschaft,Fachschule StMELF,1,174,Oberbayern,obb,NA,NA,LK Dachau,Landkreis
9202,Landwirtschaftsschule Ebersberg,Fachschule StMELF,1,175,Oberbayern,obb,NA,NA,LK Ebersberg,Landkreis
9203,Landwirtschaftsschule Erding,Fachschule StMELF,1,177,Oberbayern,obb,NA,NA,LK Erding,Landkreis
9204,Landwirtschaftsschule Fürstenfeldbruck,Fachschule StMELF,1,179,Oberbayern,obb,NA,NA,LK Fürstenfeldbruck,Landkreis
9205,Landwirtschaftsschule Ingolstadt,Fachschule StMELF,1,161,Oberbayern,obb,NA,NA,Stadt Ingolstadt,Stadtkreis
9206,Landwirtschaftsschule Landsberg a.Lech - Abteilung Landwirtschaft,Fachschule StMELF,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
9207,Landwirtschaftsschule Laufen,Fachschule StMELF,1,172,Oberbayern,obb,NA,NA,LK Berchtesgadener Land,Landkreis
9208,Landwirtschaftsschule Miesbach,Fachschule StMELF,1,182,Oberbayern,obb,NA,NA,LK Miesbach,Landkreis
9209,Landwirtschaftsschule Moosburg a.d.Isar - Abteilung Landwirtschaft,Fachschule StMELF,1,178,Oberbayern,obb,NA,NA,LK Freising,Landkreis
9210,Landwirtschaftsschule Mühldorf a.Inn - Abt. Land- u. Abt. Hauswirtschaft,Fachschule StMELF,1,183,Oberbayern,obb,NA,NA,LK Mühldorf a. Inn,Landkreis
9211,Landwirtschaftsschule München,Fachschule StMELF,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9212,Landwirtschaftsschule Töging,Fachschule StMELF,1,171,Oberbayern,obb,NA,NA,LK Altötting,Landkreis
9213,Landwirtschaftsschule Pfaffenhofen,Fachschule StMELF,1,186,Oberbayern,obb,NA,NA,LK Pfaffenhofen a.d. Ilm,Landkreis
9214,Landwirtschaftsschule Rosenheim,Fachschule StMELF,1,163,Oberbayern,obb,NA,NA,Stadt Rosenheim,Stadtkreis
9215,Landwirtschaftsschule Schrobenhausen,Fachschule StMELF,1,185,Oberbayern,obb,NA,NA,LK Neuburg-Schrobenhausen,Landkreis
9216,Landwirtschaftsschule Traunstein,Fachschule StMELF,1,189,Oberbayern,obb,NA,NA,LK Traunstein,Landkreis
9217,Landwirtschaftsschule Wasserburg a.Inn,Fachschule StMELF,1,187,Oberbayern,obb,NA,NA,LK Rosenheim,Landkreis
9218,Landwirtschaftsschule Weilheim,Fachschule StMELF,1,190,Oberbayern,obb,NA,NA,LK Weilheim-Schongau,Landkreis
9219,Landwirtschaftsschule Wolfratshausen,Fachschule StMELF,1,173,Oberbayern,obb,NA,NA,LK Bad Tölz-Wolfratshausen,Landkreis
9220,Landwirtschaftsschule Abensberg,Fachschule StMELF,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
9221,Landwirtschaftsschule Deggendorf - Abteilung Landwirtschaft,Fachschule StMELF,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
9222,Landwirtschaftsschule Eggenfelden - Abteilung Hauswirtschaft,Fachschule StMELF,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
9223,Landwirtschaftsschule Landau a.d.Isar,Fachschule StMELF,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
9224,Landwirtschaftsschule Landshut,Fachschule StMELF,2,261,Niederbayern,ndb,NA,NA,Stadt Landshut,Stadtkreis
9225,Landwirtschaftsschule Passau,Fachschule StMELF,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
9226,Landwirtschaftsschule Pfarrkirchen,Fachschule StMELF,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
9227,Landwirtschaftsschule Regen,Fachschule StMELF,2,276,Niederbayern,ndb,NA,NA,LK Regen,Landkreis
9228,Landwirtschaftsschule Rotthalmünster - Abteilung Landwirtschaft,Fachschule StMELF,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
9229,Landwirtschaftsschule Straubing,Fachschule StMELF,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
9230,Landwirtschaftsschule Amberg,Fachschule StMELF,3,361,Oberpfalz,opf,NA,NA,Stadt Amberg,Stadtkreis
9231,Landwirtschaftsschule Cham,Fachschule StMELF,3,372,Oberpfalz,opf,NA,NA,LK Cham,Landkreis
9232,Landwirtschaftsschule Nabburg,Fachschule StMELF,3,376,Oberpfalz,opf,NA,NA,LK Schwandorf,Landkreis
9233,Landwirtschaftsschule Neumarkt i.d.Opf. - Abteilung Landwirtschaft,Fachschule StMELF,3,373,Oberpfalz,opf,NA,NA,LK Neumarkt i.d. OPf.,Landkreis
9234,Landwirtschaftsschule Regensburg,Fachschule StMELF,3,362,Oberpfalz,opf,NA,NA,Stadt Regensburg,Stadtkreis
9235,Landwirtschaftsschule Tirschenreuth,Fachschule StMELF,3,377,Oberpfalz,opf,NA,NA,LK Tirschenreuth,Landkreis
9236,Landwirtschaftsschule Weiden,Fachschule StMELF,3,363,Oberpfalz,opf,NA,NA,Stadt Weiden i.d. OPf.,Stadtkreis
9237,Landwirtschaftsschule Bamberg,Fachschule StMELF,4,461,Oberfranken,ofr,NA,NA,Stadt Bamberg,Stadtkreis
9238,Landwirtschaftsschule Bayreuth,Fachschule StMELF,4,462,Oberfranken,ofr,NA,NA,Stadt Bayreuth,Stadtkreis
9239,Landwirtschaftsschule Coburg,Fachschule StMELF,4,463,Oberfranken,ofr,NA,NA,Stadt Coburg,Stadtkreis
9240,"Fachschule für Agrarwirtschaft, Ökologischer Landbau, Weilheim i.OB",Fachschule StMELF,1,190,Oberbayern,obb,NA,NA,LK Weilheim-Schongau,Landkreis
9241,Landwirtschaftsschule Kulmbach,Fachschule StMELF,4,477,Oberfranken,ofr,NA,NA,LK Kulmbach,Landkreis
9242,Landwirtschaftsschule Münchberg,Fachschule StMELF,4,475,Oberfranken,ofr,NA,NA,LK Hof,Landkreis
9243,Landwirtschaftsschule Wunsiedel - Abteilung Landwirtschaft,Fachschule StMELF,4,479,Oberfranken,ofr,NA,NA,LK Wunsiedel i. Fichtelgebirge,Landkreis
9244,Landwirtschaftsschule Ansbach,Fachschule StMELF,5,561,Mittelfranken,mfr,NA,NA,Stadt Ansbach,Stadtkreis
9245,Landwirtschaftsschule Dinkelsbühl,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9246,Landwirtschaftsschule Fürth,Fachschule StMELF,5,563,Mittelfranken,mfr,NA,NA,Stadt Fürth,Stadtkreis
9247,Landwirtschaftsschule Hersbruck,Fachschule StMELF,5,574,Mittelfranken,mfr,NA,NA,LK Nürnberger Land,Landkreis
9248,Staatl. Ausbildungsstätte für agrartechnische Assistentinnen und Assistenten Landsberg,Fachschule StMELF,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
9249,Landwirtschaftsschule Roth,Fachschule StMELF,5,576,Mittelfranken,mfr,NA,NA,LK Roth,Landkreis
9250,Landwirtschaftsschule Rothenburg o.d.Tauber,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9251,Landwirtschaftsschule Uffenheim,Fachschule StMELF,5,575,Mittelfranken,mfr,NA,NA,LK Neustadt a.d. Aisch-Bad Windsheim,Landkreis
9252,Landwirtschaftsschule Weißenburg,Fachschule StMELF,5,577,Mittelfranken,mfr,NA,NA,LK Weißenburg-Gunzenhausen,Landkreis
9253,Landwirtschaftsschule Wertingen,Fachschule StMELF,7,773,Schwaben,sch,NA,NA,LK Dillingen a.d. Donau,Landkreis
9254,Landwirtschaftsschule Bischofsheim,Fachschule StMELF,6,673,Unterfranken,ufr,NA,NA,LK Rhön-Grabfeld,Landkreis
9255,Landwirtschaftsschule Kitzingen,Fachschule StMELF,6,675,Unterfranken,ufr,NA,NA,LK Kitzingen,Landkreis
9256,Landwirtschaftsschule Schweinfurt,Fachschule StMELF,6,662,Unterfranken,ufr,NA,NA,Stadt Schweinfurt,Stadtkreis
9257,Landwirtschaftsschule Würzburg,Fachschule StMELF,6,663,Unterfranken,ufr,NA,NA,Stadt Würzburg,Stadtkreis
9258,Landwirtschaftsschule Friedberg,Fachschule StMELF,7,771,Schwaben,sch,NA,NA,LK Aichach-Friedberg,Landkreis
9259,Landwirtschaftsschule Immenstadt i.Allgäu,Fachschule StMELF,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
9260,Landwirtschaftsschule Kaufbeuren,Fachschule StMELF,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
9261,Landwirtschaftsschule Kempten,Fachschule StMELF,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
9262,Landwirtschaftsschule Krumbach,Fachschule StMELF,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
9263,Landwirtschaftsschule Lauingen (Donau),Fachschule StMELF,7,773,Schwaben,sch,NA,NA,LK Dillingen a.d. Donau,Landkreis
9264,Landwirtschaftsschule Memmingen,Fachschule StMELF,7,764,Schwaben,sch,NA,NA,Stadt Memmingen,Stadtkreis
9265,Landwirtschaftsschule Mindelheim,Fachschule StMELF,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
9266,Landwirtschaftsschule Nördlingen,Fachschule StMELF,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
9267,Landwirtschaftsschule Schwabmünchen,Fachschule StMELF,7,772,Schwaben,sch,NA,NA,LK Augsburg,Landkreis
9268,Landwirtschaftsschule Augsburg in Stadtbergen,Fachschule StMELF,7,772,Schwaben,sch,NA,NA,LK Augsburg,Landkreis
9269,Landwirtschaftsschule Weißenhorn - Abteilung Landwirtschaft,Fachschule StMELF,7,775,Schwaben,sch,NA,NA,LK Neu-Ulm,Landkreis
9270,Landwirtschaftsschule Holzkirchen,Fachschule StMELF,1,182,Oberbayern,obb,NA,NA,LK Miesbach,Landkreis
9271,Staatliche Technikerschule für Agrarwirtschaft Landsberg a.Lech Fachrichtung Landbau,Fachschule StMELF,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
9272,Staatliche Technikerschule für Agrarwirtschaft Triesdorf Fachrichtung Landbau,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9273,Staatl. Fachschule für Agrarwirtschaft Landshut-Schönbrunn Fachrichtung ökologischer Landbau,Fachschule StMELF,2,261,Niederbayern,ndb,NA,NA,Stadt Landshut,Stadtkreis
9274,"Staatl. Technikerschule für Agrarwirtsch. Kaufbeuren, Fachricht. Hauswirtschaft u. Ernährung",Fachschule StMELF,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
9277,Kath. Fachschule für Dorfhelferinnen und Dorfhelfer Neuburg a.d.Donau,Fachschule StMELF,1,185,Oberbayern,obb,NA,NA,LK Neuburg-Schrobenhausen,Landkreis
9278,Evang. Fachschule für Dorfhelferinnen und Dorfhelfer Gerolfingen,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9279,Staatl. Fachakademie für Landwirtschaft Triesdorf Fachrichtung Ernährungs- und Versorgungsmanagement,Fachakademie StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9281,"Staatl. Fachschule f. Agrarwirtsch. Veitshöchh., Fachricht. Garten-, Landschafts-, Weinbau",Fachschule StMELF,6,679,Unterfranken,ufr,NA,NA,LK Würzburg,Landkreis
9282,Staatl. Fachschule für Agrarwirtschaft Kempten Fachrichtung Milchwirtschaft und Molkereiwesen,Fachschule StMELF,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
9283,Staatl. Höhere Landbauschule Landsberg a.Lech,Fachschule StMELF,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
9284,Staatl. Höhere Landbauschule Rotthalmünster,Fachschule StMELF,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
9285,Staatl. Höhere Landbauschule Triesdorf,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9286,Staatl. Fachschule für Agrarwirtschaft Fürth Fachrichtung Gartenbau Fachgebiet Gemüsebau,Fachschule StMELF,5,563,Mittelfranken,mfr,NA,NA,Stadt Fürth,Stadtkreis
9287,"Staatl. Fachschule für Agrarwirtschaft Landshut, Fachricht. Gartenbau, Garten- u. Landschaftsbau",Fachschule StMELF,2,261,Niederbayern,ndb,NA,NA,Stadt Landshut,Stadtkreis
9288,Staatl. Höhere Landbauschule Weiden-Almesbach,Fachschule StMELF,3,363,Oberpfalz,opf,NA,NA,Stadt Weiden i.d. OPf.,Stadtkreis
9289,Staatliche Höhere Landbauschule Bayreuth,Fachschule StMELF,4,462,Oberfranken,ofr,NA,NA,Stadt Bayreuth,Stadtkreis
